1.560706463504714092e+00	-1.259468284645521408e+00	-1.647356020059806692e-01
3.807785794998673090e+00	1.676037895134325773e-01	2.973735559789358884e-01
2.954776373064480044e+00	1.491783343505633130e+00	6.875566519407407817e-01
2.434768088368443273e+00	9.288995456382448390e-01	6.596712189679769800e-01
7.084726977255023650e-01	1.226244591445799115e+00	9.962774501837752261e-01
7.083786293111903332e-01	6.351334668428694208e-01	9.804199347506523665e-01
3.265260874559778870e-01	7.691062580714098651e-01	9.999606414956128120e-01
3.478086968522247080e+00	1.396782606261277149e+00	5.974095924349560605e-01
2.444348545798514571e+00	-1.001327964563256234e+00	-5.432794905162242373e-04
2.861483053404576982e+00	-4.230014542743809614e-02	3.227255317791312139e-01
1.802795277536295426e-01	-1.115162232721590874e+00	-5.640806862302729652e-01
3.882648423431777740e+00	1.950672031986588228e+00	6.410556050889619772e-01
3.346526299121644676e+00	1.776237358746453276e+00	6.802546072061497195e-01
9.281225316452768048e-01	-1.842292754525976406e+00	-7.199413567855775797e-01
8.091173721076924119e-01	8.223006900627538585e-01	9.781218821574479971e-01
8.152775884283918195e-01	1.700993269662663288e+00	9.973524617028374228e-01
1.286544747542197165e+00	-1.277698619490666099e+00	-2.125575471609887912e-01
2.146550083365728057e+00	2.717809222105178613e-01	5.316745423946035443e-01
1.784585572704251444e+00	1.661953190352167375e+00	9.036254428872827482e-01
1.235793646772363585e+00	-1.864216085656804855e+00	-6.039364253644156078e-01
2.486226289417279744e+00	7.896810689873596800e-01	6.168091729179874250e-01
6.440260565429630768e-01	-8.106039705097969339e-01	2.858869133152772135e-01
1.239364129287350735e+00	1.697584781506121576e+00	9.745950730366363945e-01
1.528811188845397684e+00	1.884232980661470824e+00	9.550741895208282317e-01
1.878672938446440011e+00	1.777065956453735662e+00	9.011313627259339709e-01
3.162186249432752838e+00	-1.031431333701449266e-01	2.762514516152044242e-01
8.787277504176029819e-01	1.448170603957253499e+00	9.924236826851201565e-01
2.105514309813085294e+00	1.378197594140281534e+00	8.108511891938878779e-01
2.410416818561965879e+00	-7.235981070269774662e-01	1.141697758078454028e-01
2.811566096079912147e-01	1.315661896602709380e+00	9.999998596675615525e-01
2.469424922415609736e+00	-1.851969461138029294e+00	-3.319402901156698338e-01
7.650440823804369739e-01	3.850795139282121582e-01	9.478782807817296430e-01
3.537012126425900793e-01	-1.079964650849187802e+00	-2.223050201680080440e-01
3.800653595288000286e+00	-1.517732456890884762e+00	-1.353855637099790621e-01
3.865964928990781591e+00	-1.692187193483163377e+00	-1.771573755446629872e-01
3.252749657654198323e+00	7.851551035125591271e-01	4.996309284760679925e-01
1.287993699776145640e+00	-6.405001449277354375e-01	2.720868689643091143e-01
4.809212446248969930e-01	8.990670861150458215e-01	9.992570236284188390e-01
2.768508803397412343e+00	-1.738574636804230300e+00	-2.606233429226588183e-01
1.816594725584444792e+00	-7.388386486775586626e-01	1.427819083363238983e-01
5.759491158946373757e-01	1.579651695013488677e-01	9.647642938475351482e-01
2.031189949433953590e+00	1.162892659355854175e+00	7.875093177607972450e-01
2.341152323493516929e-01	-7.249899882717203425e-01	8.257660491938993985e-01
3.646349568107249528e+00	5.035655057480363794e-01	3.904646494254938593e-01
1.109241928240065844e+00	1.543910992944748317e+00	9.798337137438990485e-01
2.683836908980529845e+00	4.634527527292183202e-01	4.969771686547924117e-01
1.315673196748702756e+00	-1.068162100985464935e+00	-5.176147326015772404e-02
2.128265282593462260e+00	-1.902396873773848140e+00	-4.002997475740183164e-01
2.232170089438790583e+00	1.480395495603719525e+00	8.044874417189022964e-01
8.209323765495554204e-01	-1.914922356598451669e+00	-8.056444254179470077e-01
3.881380048281778183e+00	1.498806690736797620e+00	5.674768707181477856e-01
3.123018011108346759e+00	1.157485361088479436e-01	3.428036916890502828e-01
3.764045872100337586e+00	1.756270794051584705e+00	6.244477595940660652e-01
3.589826666667830235e+00	1.195132943094661560e+00	5.451731076313864888e-01
2.431809917363231932e+00	1.991736442133349660e+00	8.426520985904648597e-01
3.695309516590155940e+00	-5.971527381931593936e-01	1.085860161442125660e-01
4.451207580024861277e-01	1.068753155724507575e+00	9.998162968192840783e-01
8.643331634346662629e-01	-3.922763455630313700e-01	6.063398369326334914e-01
2.763864267510984796e-01	-8.049751878436461894e-02	9.974249510693553589e-01
1.368788289976730965e+00	5.100218528734803414e-01	8.016388965952434553e-01
1.615841429788979822e+00	1.494708456745355019e+00	9.127745077508990779e-01
1.158261223918194194e+00	1.936333876797180498e+00	9.875166396420473891e-01
3.332076285692525008e+00	1.073093655458072782e+00	5.526320465283245387e-01
1.491337974104998354e+00	-3.289328713306649554e-01	4.218797358537137443e-01
1.195644587780784862e+00	-3.145719908917192775e-01	5.177572448882952205e-01
2.216514724317169005e+00	9.503292063555659475e-01	7.063732660476101932e-01
6.496044774015742318e-01	-1.044891416926790884e+00	-6.899597135102290835e-02
3.228568224940754572e+00	-1.558103547474421369e+00	-1.711625954655745518e-01
3.907475103511062198e-01	-5.815113694368938546e-01	7.898357945128156032e-01
3.948859052742017539e+00	-8.510440333836730709e-01	3.770338604116483389e-02
3.111754600256964043e+00	-8.147675181760396512e-01	5.945648974984391044e-02
8.749911579832723163e-01	-1.065568995800360241e+00	-7.479679727582468074e-02
1.215362567820493511e-01	-1.831627241454552468e+00	-9.999977217602523671e-01
3.280299570973853385e+00	-1.928504261066344760e+00	-2.757299255351985945e-01
2.856743641005706991e+00	1.950889558944126412e+00	7.750910518629834378e-01
2.943127955359850390e+00	-2.889074650565506275e-01	2.370169711062211082e-01
3.107954352075188442e+00	-4.626934113612732880e-01	1.711791019914540579e-01
3.887741417629524965e-01	7.185891307722793719e-01	9.997107052649422121e-01
